Name,Salary,Team,Pos,Opp,Proj_FP,Line,PP_Line
Dominik Kahun,2700,EDM,LW,TOR,5.69,2,2
Kyle Turris,2500,EDM,C,TOR,5.66,3,2
Chris Tierney,3700,OTT,C,VAN,5.54,2,
Adam Larsson,4000,EDM,D,TOR,5.51,x,
Alex Kerfoot,2900,TOR,C,EDM,5.50,3,1
Mike Reilly,3700,OTT,D,VAN,5.46,x,2
Andre Burakovsky,4200,COL,RW,SJ,5.42,2,2
Ethan Bear,2900,EDM,D,TOR,5.40,x,2
J.T. Compher,2900,COL,C,SJ,5.39,3,2
Marc-Edouard Vlasic,2700,SJ,D,COL,5.36,x,
Danton Heinen,3300,ANH,LW,ARI,5.29,2,1
Mario Ferraro,3000,SJ,D,COL,5.03,x,2
Colin White,2900,OTT,C,VAN,4.98,3,2
Nikita Zaitsev,4800,OTT,D,VAN,4.96,x,
Noah Gregor,2500,SJ,RW,COL,4.93,3,2
Niklas Hjalmarsson,2800,ARI,D,ANH,4.76,x,
Maxime Comtois,2800,ANH,LW,ARI,4.67,3,1
Caleb Jones,2500,EDM,D,TOR,4.54,x,
Erik Gudbranson,3300,OTT,D,VAN,4.50,x,
Bowen Byram,3000,COL,D,SJ,4.42,x,
Sam Steel,2500,ANH,C,ARI,4.38,3,2
Jani Hakanpaa,2700,ANH,D,ARI,4.32,x,
Jason Demers,2500,ARI,D,ANH,4.26,x,
Alexander Edler,4400,VAN,D,OTT,4.18,x,
Wayne Simmonds,2500,TOR,RW,EDM,4.12,3,1
Tyler Motte,3000,VAN,RW,OTT,4.09,4,
Max Jones,2500,ANH,LW,ARI,4.06,1,
Vinni Lettieri,2500,ANH,RW,ARI,4.05,3,2
Derek Stepan,4000,OTT,C,VAN,3.81,4,2
Brandon Sutter,2900,VAN,C,OTT,3.66,3,
Derek Grant,3000,ANH,C,ARI,3.38,4,
Kris Russell,2600,EDM,D,TOR,3.33,x,
Carter Rowney,3000,ANH,RW,ARI,3.27,4,
Jordan Gross,2500,ARI,D,ANH,3.26,x,
Nick Paul,3900,OTT,LW,VAN,3.16,3,
Ryan Graves,3300,COL,D,SJ,3.15,x,
Ben Hutton,2500,ANH,D,ARI,3.08,x,
Nicolas Deslauriers,2600,ANH,LW,ARI,2.98,4,
Lawson Crouse,2500,ARI,LW,ANH,2.95,3,
Slater Koekkoek,2500,EDM,D,TOR,2.94,x,
Antoine Roussel,2500,VAN,LW,OTT,2.86,4,
Zack Kassian,2500,EDM,RW,TOR,2.82,3,
Zack MacEwen,2500,VAN,RW,OTT,2.74,3,2
Tyson Jost,2500,COL,LW,SJ,2.67,4,
Mikko Lehtonen,2500,TOR,D,EDM,2.65,x,2
Austin Watson,2500,OTT,RW,VAN,2.56,4,
Christian Fischer,2500,ARI,RW,ANH,2.53,4,
Pierre Engvall,2500,TOR,RW,EDM,2.52,4,
Erik Johnson,2600,COL,D,SJ,2.47,x,
Devin Shore,2500,EDM,C,TOR,2.43,4,
Jay Beagle,2500,VAN,C,OTT,2.42,4,
Jimmy Vesey,3300,TOR,LW,EDM,2.40,3,
Kiefer Sherwood,2500,COL,RW,SJ,2.39,4,
Josh Archibald,2500,EDM,LW,TOR,2.37,4,
Johan Larsson,2500,ARI,C,ANH,2.36,4,
Patrick Marleau,2500,SJ,C,COL,2.35,4,
Joonas Donskoi,3000,COL,RW,SJ,2.35,3,
Matt Nieto,2700,SJ,RW,COL,2.28,4,
Valeri Nichushkin,2500,COL,LW,SJ,2.23,3,
Marcus Sorensen,2500,SJ,LW,COL,2.22,4,
Dylan Gambrell,2500,SJ,C,COL,2.21,3,
Barrett Hayton,2700,ARI,LW,ANH,2.19,4,2
Braydon Coburn,2500,OTT,D,VAN,2.14,x,
Joey Anderson,2500,TOR,LW,EDM,2.07,4,
Pierre-Edouard Bellemare,2500,COL,C,SJ,2.01,4,
Travis Boyd,2500,TOR,C,EDM,1.97,4,2
Zach Bogosian,2500,TOR,D,EDM,1.86,x,
Josh Brown,2700,OTT,D,VAN,1.79,x,
Joakim Nygard,2500,EDM,LW,TOR,1.79,4,
Cedric Paquette,2500,OTT,LW,VAN,1.77,4,
Jacob Larsson,2600,ANH,D,ARI,1.75,x,
Radim Simek,2500,SJ,D,COL,1.46,x,
Jalen Chatfield,2500,VAN,D,OTT,1.22,x,
Nikolai Knyzhov,2500,SJ,D,COL,1.03,x,
Alexei Melnichuk,6500,SJ,G,COL,0.0,,
Theodor Lennstrom,2500,EDM,D,TOR,0.0,x,
Fredrik Handemark,2500,SJ,LW,COL,0.0,5,
Kodie Curran,2500,ANH,D,ARI,0.0,x,
Peter Tischke,2500,COL,D,SJ,0.0,x,
Jack Rathbone,2500,VAN,D,OTT,0.0,x,
Simon Benoit,2500,ANH,D,ARI,0.0,x,
Mac Hollowell,2500,TOR,D,EDM,0.0,x,
Josh Teves,2500,VAN,D,OTT,0.0,x,
Jake Kielly,6500,VAN,G,OTT,0.0,,
Brogan Rafferty,2700,VAN,D,OTT,0.0,x,
Antti Suomela,2500,SJ,C,COL,0.0,,
Sheldon Dries,2500,COL,C,SJ,0.0,,
Alex True,2500,SJ,C,COL,0.0,,
Logan O'Connor,2500,COL,RW,SJ,0.0,,
Martin Kaut,2500,COL,RW,SJ,0.0,5,
Ryan McLeod,2500,EDM,C,TOR,0.0,,
Rasmus Sandin,2500,TOR,D,EDM,0.0,x,
Jan Jenik,2500,ARI,RW,ANH,0.0,,
Ryan Merkley,2500,SJ,D,COL,0.0,x,
Isac Lundestrom,2500,ANH,LW,ARI,0.0,5,
Lean Bergmann,2500,SJ,LW,COL,0.0,,
Jeffrey Viel,2500,SJ,LW,COL,0.0,6,
Gaetan Haas,2500,EDM,C,TOR,0.0,7,
Ryan McGregor,2500,ARI,C,ANH,0.0,,
Marc Michaelis,2500,VAN,LW,OTT,0.0,5,
Nathan Sucese,2500,ARI,LW,ANH,0.0,,
Alexander Barabanov,2500,TOR,RW,EDM,0.0,5,
Brinson Pasichnuk,2500,SJ,D,COL,0.0,x,
Trevor Zegras,2500,ANH,C,ARI,0.0,,
Lassi Thomson,2500,OTT,D,VAN,0.0,x,
Nick Robertson,2500,TOR,LW,EDM,0.0,7,
Philip Broberg,2500,EDM,D,TOR,0.0,x,
Victor Soderstrom,2500,ARI,D,ANH,0.0,x,
Ivan Prosvetov,6500,ARI,G,ANH,0.0,,
Joel Kellman,2500,SJ,C,COL,0.0,6,
Teemu Kivihalme,2500,TOR,D,EDM,0.0,x,
Brayden Tracey,2500,ANH,LW,ARI,0.0,,
Christian Jaros,2500,SJ,D,COL,0.0,x,
Erik Brannstrom,2500,OTT,D,VAN,0.0,x,
Shane Bowers,2500,COL,C,SJ,0.0,,
Conor Timmins,2500,COL,D,SJ,0.0,x,
Alex Formenton,2500,OTT,LW,VAN,0.0,,
Tyler Steenbergen,2500,ARI,LW,ANH,0.0,,
Alex Chmelevski,2500,SJ,RW,COL,0.0,5,
Ivan Chekhovich,2500,SJ,LW,COL,0.0,,
Ostap Safin,2500,EDM,RW,TOR,0.0,,
Antoine Morand,2500,ANH,C,ARI,0.0,,
Nick Henry,2500,COL,RW,SJ,0.0,,
Michael DiPietro,8100,VAN,G,OTT,0.0,,
Christian Wolanin,2500,OTT,D,VAN,0.0,x,
Cooper Marody,2500,EDM,C,TOR,0.0,,
Olle Eriksson Ek,6500,ANH,G,ARI,0.0,,
Pavel Francouz,8300,COL,G,SJ,0.0,,
Jonathan Davidsson,2500,OTT,RW,VAN,0.0,,
Stuart Skinner,6900,EDM,G,TOR,0.0,,
Cameron Crotty,2500,ARI,D,ANH,0.0,x,
Josef Korenar,6500,SJ,G,COL,0.0,,
Troy Terry,2500,ANH,RW,ARI,0.0,5,
Jacob MacDonald,2500,COL,D,SJ,0.0,x,
Joachim Blichfeld,2500,SJ,RW,COL,0.0,,
Jayden Halbgewachs,2500,SJ,LW,COL,0.0,,
Adam Gaudette,2800,VAN,C,OTT,0.0,5,
Lukas Jasek,2500,VAN,RW,OTT,0.0,,
Denis Malgin,2500,TOR,RW,EDM,0.0,,
Blake Speers,2500,ARI,C,ANH,0.0,,
Nicolas Meloche,2500,SJ,D,COL,0.0,x,
Travis Dermott,2500,TOR,D,EDM,0.0,x,
Fredrik Claesson,2500,SJ,D,COL,0.0,x,
Jaycob Megna,2500,SJ,D,COL,0.0,x,
Guillaume Brisebois,2500,VAN,D,OTT,0.0,x,
Adin Hill,8100,ARI,G,ANH,0.0,,
Adam Werner,6500,COL,G,SJ,0.0,,
Brendan Guhle,2500,ANH,D,ARI,0.0,x,
Filip Chlapik,2500,OTT,C,VAN,0.0,6,
Kyle Capobianco,2500,ARI,D,ANH,0.0,x,
Jean-Christophe Beaudin,2500,OTT,C,VAN,0.0,,
Dennis Gilbert,2500,COL,D,SJ,0.0,x,
Michael Bunting,2500,ARI,LW,ANH,0.0,,
Ashton Sautner,2500,VAN,D,OTT,0.0,x,
Dryden Hunt,2500,ARI,LW,ANH,0.0,5,
Andrew Poturalski,2500,ANH,C,ARI,0.0,,
Dan Renouf,2500,COL,D,SJ,0.0,x,
Kalle Kossila,2500,TOR,C,EDM,0.0,,
Jonathan Dahlen,2500,SJ,C,COL,0.0,,
Tyler Benson,2500,EDM,LW,TOR,0.0,,
Josh Mahura,2500,ANH,D,ARI,0.0,x,
Brayden Burke,2500,ARI,LW,ANH,0.0,,
Lane Pederson,2500,ARI,C,ANH,0.0,,
Joseph Gambardella,2500,EDM,LW,TOR,0.0,,
Nick DeSimone,2500,SJ,D,COL,0.0,x,
Mike Vecchione,2500,COL,C,SJ,0.0,,
William Lagesson,2500,EDM,D,TOR,0.0,x,
Adam Brooks,2700,TOR,C,EDM,0.0,6,
Hunter Miska,8300,COL,G,SJ,0.0,,
Giovanni Fiore,2500,ARI,LW,ANH,0.0,,
Calle Rosen,2500,TOR,D,EDM,0.0,x,
Timothy Liljegren,2500,TOR,D,EDM,0.0,x,
Olli Juolevi,2600,VAN,D,OTT,0.0,x,
Patrick Russell,2500,EDM,RW,TOR,0.0,5,
Logan Brown,2500,OTT,C,VAN,0.0,,
Vitali Abramov,2500,OTT,RW,VAN,0.0,,
Filip Gustavsson,6500,OTT,G,VAN,0.0,,
Joseph Woll,6500,TOR,G,EDM,0.0,,
Cam Dineen,2500,ARI,D,ANH,0.0,x,
Yegor Korshkov,2500,TOR,RW,EDM,0.0,,
Tyler Graovac,2500,VAN,C,OTT,0.0,,
Nikita Tryamkin,2500,VAN,D,OTT,0.0,x,
Dysin Mayo,2500,ARI,D,ANH,0.0,x,
Vladislav Kamenev,2500,COL,RW,SJ,0.0,,
Jayce Hawryluk,2500,VAN,C,OTT,0.0,6,
Maxim Letunov,2500,SJ,C,COL,0.0,,
Sonny Milano,2500,ANH,RW,ARI,0.0,7,
Trevor Carrick,2500,ANH,D,ARI,0.0,x,
Hudson Fasching,2500,ARI,RW,ANH,0.0,,
Josh Manson,2500,ANH,D,ARI,0.0,x,
Clark Bishop,2500,OTT,C,VAN,0.0,,
Chase De Leo,2500,ANH,C,ARI,0.0,,
Kyle Burroughs,2500,COL,D,SJ,0.0,x,
Jacob Middleton,2500,SJ,D,COL,0.0,x,
Andrew Agozzino,2500,ANH,C,ARI,0.0,,
Matthew Peca,2500,OTT,C,VAN,0.0,7,
Kenny Agostino,2500,TOR,LW,EDM,0.0,,
Seth Griffith,2500,EDM,C,TOR,0.0,,
Jayson Megna,2500,COL,RW,SJ,0.0,,
Nicolas Petan,2500,TOR,LW,EDM,0.0,,
Antti Raanta,8100,ARI,G,ANH,0.0,,
John Hayden,2500,ARI,RW,ANH,0.0,5,
Marcus Hogberg,6900,OTT,G,VAN,0.0,,
Bogdan Yakimov,2500,EDM,C,TOR,0.0,,
Jujhar Khaira,2500,EDM,C,TOR,0.0,5,
Frederik Gauthier,2500,ARI,C,ANH,0.0,6,
Justin Bailey,2500,VAN,RW,OTT,0.0,6,
Anthony Stolarz,6500,ANH,G,ARI,0.0,,
Alex Galchenyuk,3200,OTT,LW,VAN,0.0,5,
Sam Carrick,2500,ANH,C,ARI,0.0,,
Stefan Noesen,2500,SJ,RW,COL,0.0,5,
Miikka Salomaki,2500,COL,LW,SJ,0.0,,
T.J. Tynan,2500,COL,RW,SJ,0.0,,
Logan Shaw,2500,OTT,RW,VAN,0.0,,
Andy Welinski,2500,ANH,D,ARI,0.0,x,
Alan Quine,2500,EDM,C,TOR,0.0,6,
Micheal Ferland,2500,VAN,RW,OTT,0.0,7,
Tyler Ennis,2500,EDM,LW,TOR,0.0,5,
Aaron Ness,2500,ARI,D,ANH,0.0,x,
Braden Holtby,8300,VAN,G,OTT,0.0,,
Travis Hamonic,3500,VAN,D,OTT,0.0,x,
Artem Anisimov,2500,OTT,C,VAN,0.0,5,
Joe Thornton,3100,TOR,LW,EDM,0.0,6,
Jason Spezza,2500,TOR,LW,EDM,0.0,5,
Ryan Miller,7700,ANH,G,ARI,0.0,,
Loui Eriksson,2500,VAN,RW,OTT,0.0,5,
David Backes,2500,ANH,RW,ARI,0.0,6,
Mike Smith,6500,EDM,G,TOR,0.0,,
David Warsofsky,2500,TOR,D,EDM,0.0,x,
Michael Chaput,2500,ARI,C,ANH,0.0,5,
Martin Marincin,2500,TOR,D,EDM,0.0,x,
Martin Jones,6700,SJ,G,COL,0.0,,
Sven Baertschi,2500,VAN,LW,OTT,0.0,,
Oliver Ekman-Larsson,5500,ARI,D,ANH,0.0,x,
Michael Hutchinson,7500,TOR,G,EDM,0.0,,
Greg Pateryn,2600,COL,D,SJ,0.0,x,
Micheal Haley,2500,OTT,RW,VAN,0.0,5,
Alex Chiasson,2500,EDM,RW,TOR,0.0,6,
